鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price Yuan,the unit price a Yuan square meter,the berth category,berth shifting total area square meter,the berth total price Yuan,the note,serial number
三重區,房地(土地+建物),新北市三重區河邊北街256巷31~60號,29.0,住,,,1071002,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0541031,44.55,3,2,2,有,無,3800000,85297,,0.0,0,親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;持分移轉。,RPPNMLSLJINFFGF78CA
三重區,房地(土地+建物),新北市三重區民族街1~30號,32.5,住,,,1071027,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0651204,72.0,3,1,1,有,無,9500000,131944,,0.0,0,,RPPNMLOKKINFFGF38CA
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區三民路361~390號,16.06,其他,,,1071106,土地1建物1車位1,八層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040409,148.71,3,2,2,有,有,18900000,127093,升降平面,23.39,0,關係戶,RPUPMLRKKINFFGF76CA
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區三民路331~360號,19.28,其他,,,1071106,土地1建物1車位1,二層,二十層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040409,181.02999999999997,3,2,2,有,有,20880000,115340,坡道平面,26.99,0,關係戶，所有權有兩位,RPVPMLRKKINFFGF86CA
三重區,房地(土地+建物),新北市三重區力行路二段31~60號,20.2,住,,,1070702,土地1建物1車位0,五層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0691030,88.0,3,2,2,有,無,8000000,90909,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPVOMLLLKINFFGF88CA
中和區,房地(土地+建物),新北市中和區華新街109巷1~30號,20.07,住,,,1070929,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0850307,90.44,3,1,2,有,有,8380000,92658,,0.0,0,含增建或未登記建物。;,RPOOMLMLJINFFHF28CA
中和區,房地(土地+建物)+車位,新北市中和區景平路151~180號,21.24,住,,,1071013,土地3建物1車位1,三層,二十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1000318,190.97,3,2,2,有,有,21000000,109965,坡道平面,36.01,0,含增建或未登記建物。;,RPROMLMLJINFFHF58CA
中和區,房地(土地+建物),新北市中和區復興路301巷2弄1~30號,24.61,住,,,1070925,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660822,73.6,2,2,1,有,無,6800000,92391,,0.0,0,含增建或未登記建物。;,RPWOMLMLJINFFHF09CA
中和區,房地(土地+建物),新北市中和區中和路91~120號,2.06,商,,,1071024,土地1建物1車位0,十六層,十八層,套房(1房1廳1衛),商業用,鋼筋混凝土造,0820921,35.46,1,1,1,有,有,3100000,87422,,0.0,0,,RPQPMLMLJINFFHF58CA
中和區,房地(土地+建物),新北市中和區保健路48巷61~90號,10.3,住,,,1071028,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),見其他登記事項,見其他登記事項,1051215,38.45,1,1,1,有,有,6150000,159948,,0.0,0,,RPXPMLMLJINFFHF66CA
中和區,房地(土地+建物),新北市中和區中正路121~150號,7.8,住,,,1071017,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,0981009,87.93,2,2,1,有,有,12000000,136472,,0.0,0,,RPOQMLMLJINFFHF48CA
永和區,房地(土地+建物),新北市永和區中和路601~630號,21.25,商,,,1071018,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0590915,76.85,3,2,1,有,無,9000000,117111,,0.0,0,含增建或未登記建物。;,RPROMLNLJINFFHF68CA
三重區,房地(土地+建物)+車位,新北市三重區忠孝路三段40巷1~30號,16.31,住,,,1071031,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0891221,164.99,4,2,2,有,有,18800000,113946,坡道平面,43.67,0,,RPTSMLSLKINFFGF17CA
中和區,房地(土地+建物),新北市中和區中正路751~780號,3.17,住,,,1071101,土地1建物1車位0,十一層,二十三層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0850919,45.349999999999994,1,1,1,有,有,4500000,99228,,0.0,0,,RPUNMLQLJINFFHF56CA
中和區,房地(土地+建物),新北市中和區捷運路31~60號,10.82,其他,,,1070901,土地1建物1車位0,四層,十九層,套房(1房1廳1衛),見其他登記事項,見其他登記事項,1000415,59.26,1,1,1,有,有,9000000,151873,,0.0,0,,RPTOMLQLJINFFHF56CA
永和區,土地,民治段991~1020地號,13.25,其他,,,1071105,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,365815,27609,,0.0,0,(包含)公共設施保留地之交易。;,RPWPMLQLJINFFHF96CA
永和區,房地(土地+建物),新北市永和區民族街67巷1~30號,20.04,住,,,1071013,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670401,68.49,2,1,1,有,無,6800000,99285,,0.0,0,,RPQOMLRLJINFFHF98CA
中和區,房地(土地+建物),新北市中和區華新街109巷61~90號,11.1,住,,,1071025,土地1建物1車位0,十一層,十四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0880918,51.19,1,1,1,有,有,5000000,97675,,0.0,0,,RPTNMLSLJINFFHF66CA
中和區,房地(土地+建物),新北市中和區中山路三段91~120號,71.31,工,,,1070917,土地1建物2車位0,地下一層,十層,廠辦,見其他登記事項,鋼筋混凝土造,0831110,412.36,0,0,0,無,有,31500000,76390,,0.0,0,一樓空地及夾層增建。本案有停車場空間，目前作倉儲使用。,RPVPMLTLJINFFHF17CA
中和區,房地(土地+建物),新北市中和區中正路751~780號,3.08,住,,,1071025,土地1建物1車位0,十層,二十三層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0850919,43.5,1,0,1,有,有,4200000,96552,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPXPMLOJKINFFHF76CA
中和區,房地(土地+建物)+車位,新北市中和區環河西路三段61~90號,35.46,住,,,1071031,土地1建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1061207,169.76,2,2,2,有,有,22200000,156544,坡道平面,42.0,2200000,,RPSQMLOJKINFFHF98CA
中和區,房地(土地+建物)+車位,新北市中和區景安路91~120號,17.06,住,,,1040715,土地1建物1車位1,十層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1070810,185.64,3,2,2,有,有,27680000,176475,坡道平面,42.39,2400000,,RPXNMLQJKINFFHF76CA
中和區,房地(土地+建物)+車位,新北市中和區景安路91~120號,17.06,住,,,1040630,土地1建物1車位1,十八層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1070810,185.64,3,2,2,有,有,29500000,189180,坡道平面,42.39,2400000,,RPVOMLQJKINFFHF66CA
中和區,房地(土地+建物),新北市中和區莊敬路33巷22弄1~30號,35.52,住,,,1071001,土地2建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680914,99.61,3,2,1,有,無,4890000,49091,,0.0,0,權利人共2人。二等親間之特殊交易。,RPURMLQJKINFFHF86CA
永和區,房地(土地+建物),新北市永和區永安街16巷1~30號,176.0,住,,,1071027,土地1建物1車位0,全,三層,透天厝,住家用,加強磚造,0580810,180.72,4,3,3,有,無,44000000,243471,,0.0,0,,RPXRMLQJKINFFHF17CA
中和區,房地(土地+建物),新北市中和區景平路91~120號,10.45,住,,,1071029,土地1建物1車位0,九層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1060823,82.18,2,1,1,有,有,11500000,139937,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPRNMLRJKINFFHF88CA
樹林區,房地(土地+建物)+車位,新北市樹林區學林路121~150號,85.22,住,,,1071014,土地1建物1車位2,全,四層,透天厝,住家用,鋼筋混凝土造,0961011,312.98,5,2,4,有,有,22880000,73104,坡道平面,51.7,0,含增建或未登記建物。;,RPUQMLLLJINFFIF09CA
三峽區,房地(土地+建物),新北市三峽區介壽路一段276巷108弄1~30號,16.53,住,,,1071010,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0800903,61.589999999999996,2,2,1,有,無,3200000,51956,,0.0,0,,RPRNMLMLJINFFIF58CA
樹林區,房地(土地+建物)+車位,新北市樹林區學勤路211~240號,12.09,商,,,1071020,土地1建物1車位1,十一層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951101,142.94,2,2,1,有,有,10600000,74157,坡道平面,38.03,0,,RPOOMLMLJINFFIF38CA
鶯歌區,土地,尖山腳段661~690地號,23.39,住,,,1071108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1769250,75641,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPUOMLMLJINFFIF98CA
鶯歌區,土地,尖山腳段661~690地號,46.79,住,,,1071027,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3538500,75625,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPVOMLMLJINFFIF09CA
鶯歌區,土地,尖山腳段571~600地號,34.97,住,,,1071108,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2644250,75615,,0.0,0,,RPXOMLMLJINFFIF66CA
鶯歌區,房地(土地+建物),新北市鶯歌區國中街31~60號,20.08,住,,,1071106,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071012,90.14,2,1,1,有,無,4350000,48258,,0.0,0,,RPUQMLNLJINFFIF66CA
鶯歌區,房地(土地+建物),新北市鶯歌區國中街31~60號,20.08,住,,,1071106,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071012,90.14,2,1,1,有,無,4500000,49922,,0.0,0,,RPVQMLNLJINFFIF76CA
鶯歌區,房地(土地+建物),新北市鶯歌區國中街31~60號,20.08,住,,,1071106,土地1建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071012,90.14,2,1,1,有,無,4600000,51032,,0.0,0,,RPWQMLNLJINFFIF86CA
鶯歌區,房地(土地+建物),新北市鶯歌區國中街31~60號,20.08,住,,,1071106,土地1建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071012,90.14,2,1,1,有,無,4650000,51586,,0.0,0,,RPXQMLNLJINFFIF96CA
鶯歌區,房地(土地+建物),新北市鶯歌區國中街31~60號,20.08,住,,,1071106,土地1建物1車位0,十四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071012,90.14,2,1,1,有,無,4650000,51586,,0.0,0,,RPORMLNLJINFFIF78CA
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區國中街31~60號,20.29,住,,,1071106,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071012,120.1,2,1,1,有,無,5980000,50810,坡道平面,29.96,1400000,,RPQRMLNLJINFFIF98CA
三峽區,土地,佳興段1111~1140地號,79.02,,一般農業區,農牧用地,1071004,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1540940,19501,,0.0,0,本件為協議價購案件,RPPNMLQLJINFFIF78CA
三峽區,土地,佳興段1111~1140地號,79.02,,一般農業區,農牧用地,1071030,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1540940,19501,,0.0,0,本件為協議價購案件,RPQNMLQLJINFFIF88CA
樹林區,房地(土地+建物)+車位,新北市樹林區大義路211~240號,10.03,商,,,1071021,土地1建物1車位1,十二層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980108,132.05,2,2,1,有,有,9680000,73306,坡道平面,30.05,0,,RPPOMLNLJINFFIF58CA
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區國中街31~60號,30.34,住,,,1071106,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071012,161.81,3,1,2,有,無,7880000,50128,坡道平面,28.55,1200000,,RPTOMLQLJINFFIF66CA
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區國中街31~60號,30.34,住,,,1071106,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071012,163.20999999999998,3,1,2,有,無,8150000,51407,坡道平面,29.96,1300000,,RPUOMLQLJINFFIF76CA
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區國中街31~60號,30.34,住,,,1071106,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071012,163.20999999999998,3,1,2,有,無,7980000,49381,坡道平面,29.96,1400000,,RPWOMLQLJINFFIF96CA
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區國中街31~60號,22.64,住,,,1071106,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071012,131.22,2,1,1,有,無,6500000,51353,坡道平面,29.96,1300000,,RPPPMLQLJINFFIF98CA
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區國中街31~60號,22.64,住,,,1071106,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071012,131.22,2,1,1,有,無,6450000,50859,坡道平面,29.96,1300000,,RPRPMLQLJINFFIF56CA
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區國中街31~60號,22.64,住,,,1071106,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071012,129.81,2,1,1,有,無,6450000,51847,坡道平面,28.55,1200000,,RPSPMLQLJINFFIF66CA
鶯歌區,房地(土地+建物),新北市鶯歌區國中街31~60號,20.08,住,,,1071106,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071012,90.14,2,1,1,有,無,4300000,47704,,0.0,0,,RPTPMLQLJINFFIF76CA
鶯歌區,房地(土地+建物),新北市鶯歌區國中街31~60號,20.08,住,,,1071106,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071012,90.14,2,1,1,有,無,4500000,49922,,0.0,0,,RPUPMLQLJINFFIF86CA
鶯歌區,房地(土地+建物),新北市鶯歌區國中街31~60號,20.08,住,,,1071106,土地1建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071012,90.14,2,1,1,有,無,4600000,51032,,0.0,0,,RPVPMLQLJINFFIF96CA
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區國中街31~60號,20.29,住,,,1071106,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071012,120.1,2,1,1,有,無,6100000,52141,坡道平面,29.96,1400000,,RPWPMLQLJINFFIF07CA
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區國中街31~60號,20.29,住,,,1071106,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071012,120.1,2,1,1,有,無,5900000,51032,坡道平面,29.96,1300000,,RPXPMLQLJINFFIF17CA
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區國中街31~60號,22.64,住,,,1071106,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071012,131.22,2,1,1,有,無,6300000,49378,坡道平面,29.96,1300000,,RPPQMLQLJINFFIF09CA
鶯歌區,房地(土地+建物),新北市鶯歌區國中街31~60號,20.08,住,,,1071106,土地1建物1車位0,十三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071012,90.14,2,1,1,有,無,4970000,55136,,0.0,0,,RPQQMLQLJINFFIF56CA
樹林區,房地(土地+建物)+車位,新北市樹林區學勤路511~540號,22.37,住,,,1071019,土地1建物1車位1,二十四層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960929,187.73000000000002,3,2,2,有,有,17800000,94817,坡道平面,34.1,0,含傢俱設備,RPSQMLQLJINFFIF76CA
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區國中街31~60號,20.29,住,,,1071106,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071012,120.1,2,1,1,有,無,5900000,51032,坡道平面,29.96,1300000,,RPTQMLQLJINFFIF86CA
鶯歌區,房地(土地+建物),新北市鶯歌區國中街31~60號,20.08,住,,,1071106,土地1建物1車位0,十二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071012,90.14,2,1,1,有,無,4600000,51032,,0.0,0,,RPVQMLQLJINFFIF07CA
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區國中街31~60號,22.64,住,,,1071106,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071012,131.22,2,1,1,有,無,6500000,50365,坡道平面,29.96,1400000,,RPWQMLQLJINFFIF17CA
鶯歌區,房地(土地+建物),新北市鶯歌區國中街31~60號,22.43,住,,,1071106,土地1建物1車位0,十一層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071012,101.26,2,1,1,有,無,5250000,51847,,0.0,0,,RPORMLQLJINFFIF09CA
鶯歌區,房地(土地+建物),新北市鶯歌區國中街31~60號,20.08,住,,,1071106,土地1建物1車位0,十一層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071012,90.14,2,1,1,有,無,4600000,51032,,0.0,0,,RPQRMLQLJINFFIF66CA
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區國中街31~60號,30.34,住,,,1071106,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071012,163.20999999999998,3,1,2,有,無,6950000,45403,坡道平面,29.96,900000,親友、員工或其他特殊關係間之交易。;,RPSRMLQLJINFFIF86CA
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區國中街31~60號,22.64,住,,,1071106,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071012,129.81,2,1,1,有,無,6400000,51353,坡道平面,28.55,1200000,,RPTRMLQLJINFFIF96CA
