鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price Yuan,the unit price a Yuan square meter,the berth category,berth shifting total area square meter,the berth total price Yuan,the note,serial number
林口區,房地(土地+建物)+車位,新北市林口區文化一路一段211~240號,68.59,住,,,1071025,土地1建物1車位2,一層，二層,八層,店面(店鋪),見其他登記事項,鋼筋混凝土造,1070913,252.2,0,0,1,無,有,45200000,198276,坡道平面,43.4,3800000,,RPVQMLKKKINFFBF38CA
林口區,房地(土地+建物),新北市林口區後湖1~30號,148.23,農,,,1071001,土地3建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0960201,175.42,5,3,3,有,有,11150000,63562,,0.0,0,,RPSRMLRJKINFFBF78CA
林口區,土地,小南灣段頂福小段541~570地號,350.11,農,,,1030620,土地7建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1680000,4798,,0.0,0,,RPXRMLRJKINFFBF66CA
新莊區,房地(土地+建物)+車位,新北市新莊區龍安路266巷1~30號,21.73,住,,,1071009,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820315,138.62,3,2,2,有,有,11000000,79354,坡道平面,29.62,0,含增建或未登記建物。;,RPQQMLLKKINFFBF97CA
新莊區,房地(土地+建物)+車位,新北市新莊區中德路1~30號,10.84,商,,,1071110,土地1建物1車位1,六層,十五層,辦公商業大樓,見其他登記事項,鋼筋混凝土造,1061109,118.53,0,0,0,無,有,12500000,144182,坡道平面,46.26,2080000,,RPORMLQLKINFFBF48CA
新莊區,房地(土地+建物)+車位,新北市新莊區福美街181~210號,32.71,住,,,1071107,土地1建物1車位1,十六層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070823,184.0,3,2,2,有,有,22500000,132715,坡道平面,29.91,2050000,,RPPNMLRLKINFFBF28CA
新莊區,房地(土地+建物)+車位,新北市新莊區福美街151~180號,22.0,住,,,1071106,土地1建物1車位1,十二層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070823,133.09,2,2,2,有,有,15660000,133359,坡道平面,29.91,1900000,,RPQNMLRLKINFFBF38CA
新莊區,房地(土地+建物)+車位,新北市新莊區福美街181~210號,22.0,住,,,1071113,土地1建物1車位1,五層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070823,133.09,2,2,2,有,有,14800000,125024,坡道平面,29.91,1900000,,RPSNMLRLKINFFBF58CA
石碇區,土地,崩山段崩山小段151~180地號,211.33,,山坡地保育區,農牧用地,1071118,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,288000,1363,,0.0,0,,RPROMLKMJINFFCF97CA
新店區,土地,大豐段481~510地號,24.53,其他,,,1071031,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4621450,188400,,0.0,0,(包含)公共設施保留地之交易。;,RPPNMLPJKINFFCF97CA
新店區,房地(土地+建物),新北市新店區中央路151~180號,14.8,其他,,,1071029,土地3建物1車位0,十七層,二十層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1011114,78.75999999999999,1,1,1,有,有,12600000,159980,,0.0,0,,RPQQMLKKKINFFCF97CA
新店區,房地(土地+建物)+車位,新北市新店區中華路31~60號,17.88,住,,,1071022,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1070214,163.25,3,2,2,有,有,28850000,203036,坡道機械,31.5,2100000,本房屋買賣含裝潢款145萬元整。,RPQNMLKKKINFFCF67CA
新店區,房地(土地+建物)+車位,新北市新店區安祥路110巷1~30號,55.97,,山坡地保育區,丙種建築用地,1071028,土地1建物1車位1,十一層，電梯樓梯間,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840729,143.42,3,2,2,有,有,6000000,41835,坡道平面,0.0,0,,RPTNMLKKKINFFCF97CA
新店區,土地,安城段1111~1140地號,33.82,其他,,,1070930,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,352000,10408,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPQNMLNKKINFFCF97CA
新店區,房地(土地+建物),新北市新店區安祥路69巷54弄31~60號,56.27,,山坡地保育區,丙種建築用地,1071102,土地7建物2車位0,一層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0950303,96.53,3,2,2,有,有,8800000,91173,,0.0,0,,RPXNMLNKKINFFCF68CA
新店區,房地(土地+建物),新北市新店區自立街134巷1~30號,27.7,住,,,1071101,土地2建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720730,99.49,3,2,2,有,有,11980000,120414,,0.0,0,含增建或未登記建物。;,RPRNMLNJKINFFCF97CA
新店區,房地(土地+建物),新北市新店區安民街65巷1~30號,15.16,住,,,1071026,土地1建物1車位0,十四層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840802,98.71000000000001,2,1,1,有,有,9650000,97761,,0.0,0,,RPROMLRKKINFFCF58CA
新店區,土地,青潭段四十分小段421~450地號,3645.0,,山坡地保育區,暫未編定,1071115,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4000000,1097,,0.0,0,,RPVPMLPLKINFFCF98CA
新店區,車位,新北市新店區中華路31~60號,1.36,住,,,1071115,土地0建物0車位1,,,其他,,,,31.5,0,0,0,有,有,1600000,,坡道機械,31.5,1600000,,RPSOMLSJJHOFFCF58CA
汐止區,房地(土地+建物),新北市汐止區東勢街216巷22弄1~30號,50.6,,山坡地保育區,丙種建築用地,1071027,土地2建物1車位0,二層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880407,152.97,3,2,2,有,有,10580000,69164,,0.0,0,含增建或未登記建物。;,RPROMLKMJINFFDF08CA
汐止區,房地(土地+建物),新北市汐止區民族二街84巷1~30號,20.99,住,,,1071103,土地2建物1車位0,二層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0940427,111.39,2,2,2,有,有,10500000,94263,,0.0,0,,RPSOMLKMJINFFDF18CA
汐止區,車位,新北市汐止區民族三街1~30號,0.63,住,,,1071026,土地0建物0車位1,,,其他,,,,32.79,0,0,0,有,有,1350000,,坡道平面,32.79,1350000,單獨車位交易。;,RPPNMLNJKINFFDF87CA
汐止區,房地(土地+建物)+車位,新北市汐止區新台五路一段61~90號,32.71,工,,,1071120,土地3建物1車位3,十五層,二十層,住宅大樓(11層含以上有電梯),工商用,鋼造,0830330,484.78999999999996,6,1,0,有,有,30580000,63079,坡道平面,0.0,0,,RPUNMLKMJINFFDF28CA
汐止區,房地(土地+建物),新北市汐止區東勢街216巷22弄1~30號,49.53,,山坡地保育區,丙種建築用地,1071102,土地2建物1車位0,二十五層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880407,191.0,2,2,2,有,有,11680000,61152,,0.0,0,,RPWNMLKMJINFFDF48CA
汐止區,房地(土地+建物)+車位,新北市汐止區汐碇路1~30號,34.26,住,,,1071114,土地1建物1車位1,十一層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070705,173.51999999999998,2,2,2,有,有,18050000,104023,坡道機械,23.77,0,建商與地主合建案。;,RPWQMLPJKINFFDF09CA
汐止區,房地(土地+建物),新北市汐止區汐萬路二段66巷111弄1~30號,44.91,,鄉村區,乙種建築用地,1071120,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0710220,99.4,3,2,3,有,無,5400000,54326,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPSOMLKKKINFFDF08CA
汐止區,房地(土地+建物)+車位,新北市汐止區湖前街77巷5弄1~30號,8.65,住,,,1071014,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831024,82.34,2,1,1,有,有,7300000,88657,坡道平面,0.0,0,陽台外推,RPXOMLKKKINFFDF58CA
汐止區,房地(土地+建物)+車位,新北市汐止區樟樹一路181~210號,17.06,住,,,1071109,土地1建物1車位1,一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850209,123.54,4,2,3,有,無,12500000,101182,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。;,RPVOMLMJJHOFFDF38CA
汐止區,房地(土地+建物)+車位,新北市汐止區大同路三段601~630號,8.73,住,,,1071002,土地1建物1車位1,三十二層,三十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0880203,138.22,1,1,1,有,有,7000000,50644,坡道平面,42.69,0,,RPXNMLNJJHOFFDF58CA
汐止區,房地(土地+建物)+車位,新北市汐止區福德一路201巷31~60號,16.45,住,,,1071030,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830204,150.18,4,2,2,有,有,11500000,76575,坡道平面,0.0,0,,RPROMLRKKINFFDF68CA
淡水區,房地(土地+建物)+車位,新北市淡水區淡金路二段121~150號,19.95,住,,,1071029,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010731,146.4,2,2,2,有,有,8134000,55560,坡道平面,31.45,0,含增建或未登記建物。;,RPWRMLNJKINFFEF09CA
淡水區,房地(土地+建物)+車位,新北市淡水區中山北路二段381巷91~120號,28.17,住,,,1071105,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980904,196.51,4,2,2,有,有,11380000,57911,坡道平面,25.57,0,,RPQOMLPJKINFFEF38CA
淡水區,房地(土地+建物),新北市淡水區水源街二段177巷31~60號,6.21,住,,,1071107,土地1建物1車位0,三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851202,34.49,1,1,1,有,有,2450000,71035,,0.0,0,夾層,RPQNMLPJKINFFEF28CA
淡水區,房地(土地+建物)+車位,新北市淡水區濱海路二段202巷61~90號,17.46,住,,,1070710,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060707,157.45,3,2,2,有,有,11480000,78576,坡道平面,30.44,1500000,,RPWNMLPJKINFFEF88CA
淡水區,房地(土地+建物)+車位,新北市淡水區淡金路二段361~390號,28.88,住,,,1071024,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980817,196.20999999999998,4,2,2,有,有,11050000,56317,坡道平面,29.98,0,,RPWNMLQJKINFFEF98CA
淡水區,土地,中田寮段後寮小段31~60地號,2162.0,,山坡地保育區,農牧用地,1070827,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11772000,5445,,0.0,0,親友、員工或其他特殊關係間之交易。;受債權債務影響或債務抵償之交易。;,RPVQMLKMJINFFEF78CA
淡水區,房地(土地+建物)+車位,新北市淡水區濱海路二段202巷61~90號,17.7,住,,,1070916,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060707,158.53,3,2,2,有,有,11660000,78539,坡道平面,30.44,1600000,,RPROMLNKKINFFEF38CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市一路一段281巷271~300號,110.62,住,,,1071106,土地1建物1車位1,全,四層,透天厝,住家用,鋼筋混凝土造,0980115,270.4,4,3,2,有,有,15680000,57988,坡道平面,15.0,0,,RPTQMLOKKINFFEF88CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市一路三段31~60號,20.85,住,,,1071027,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990105,145.89,3,2,2,有,有,9800000,67174,坡道平面,29.8,0,,RPOSMLOKKINFFEF58CA
淡水區,房地(土地+建物),新北市淡水區民權路1~30號,9.41,工,,,1071106,土地1建物1車位0,四層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0971223,85.71000000000001,2,2,1,有,有,8300000,96838,,0.0,0,,RPOOMLLLKINFFEF97CA
淡水區,房地(土地+建物)+車位,新北市淡水區新興街31~60號,26.25,住,,,1071021,土地1建物1車位1,八層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860204,140.19,3,2,2,有,有,6160000,43940,坡道平面,0.0,0,,RPPPMLMJJHOFFEF97CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市一路三段101巷16弄1~30號,16.41,住,,,1071101,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980406,116.69,2,1,1,有,有,6660000,57074,坡道機械,24.2,0,,RPTPMLMJJHOFFEF38CA
淡水區,土地,天生段571~600地號,876.47,其他,,,1070919,土地25建物0車位0,,,其他,,,,0.0,0,0,0,有,無,23861790,27225,,0.0,0,(包含)公共設施保留地之交易。;,RPROMLMJJHOFFEF08CA
瑞芳區,房地(土地+建物),新北市瑞芳區逢甲路1~30號,8.25,商,,,1071115,土地2建物1車位0,全,二層,透天厝,見其他登記事項,見其他登記事項,,8.91,2,2,0,有,無,337050,37828,,0.0,0,權利人共2人[契約書2份]辦公室使用，建物持分移轉,RPQNMLQLKINFFFF68CA
瑞芳區,房地(土地+建物),新北市瑞芳區逢甲路1~30號,8.25,商,,,1071115,土地2建物1車位0,全,二層,透天厝,見其他登記事項,見其他登記事項,,8.91,2,2,0,有,無,337050,37828,,0.0,0,權利人共2人[契約書2份]辦公室使用，建物持分移轉,SPQNMLQLKINFFFF78CA
瑞芳區,土地,逢甲段781~810地號,33.33,商,,,1071115,土地6建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1360800,40828,,0.0,0,,RPRNMLOLKINFFFF58CA
瑞芳區,土地,逢甲段781~810地號,33.33,商,,,1071115,土地6建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1360800,40828,,0.0,0,,SPRNMLOLKINFFFF68CA
蘆洲區,房地(土地+建物),新北市蘆洲區民族路255巷1~30號,31.93,住,,,1071021,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0751121,104.65,3,2,2,有,無,8400000,80268,,0.0,0,,RPSNMLLJKINFFGF28CA
蘆洲區,房地(土地+建物),新北市蘆洲區中興街31~60號,22.63,住,,,1071009,土地1建物1車位0,四層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840624,118.58000000000001,3,2,2,有,無,12220000,103053,,0.0,0,含增建或未登記建物。;,RPSNMLNJKINFFGF48CA
三重區,房地(土地+建物)+車位,新北市三重區中正北路560巷31~60號,24.54,工,,,1071110,土地2建物1車位1,四層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050607,152.99,0,0,0,無,有,12610000,89324,坡道平面,33.09,1900000,,RPWNMLNJKINFFGF88CA
三重區,房地(土地+建物)+車位,新北市三重區中正北路560巷31~60號,27.75,工,,,1071110,土地2建物1車位1,九層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050607,168.89,0,0,0,無,有,14000000,89102,坡道平面,33.09,1900000,,RPXNMLNJKINFFGF98CA
蘆洲區,房地(土地+建物),新北市蘆洲區信義路188巷2弄1~30號,25.12,住,,,1071028,土地1建物1車位0,二層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690905,105.0,4,2,2,有,無,9500000,90476,,0.0,0,,RPTPMLKMJINFFGF68CA
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區蘆洲區永樂街38巷19弄1~30號,14.36,住,,,1071024,土地1建物1車位1,二層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0910205,88.84,1,1,1,有,無,7000000,97009,升降機械,26.99,1000000,,RPXOMLOKKINFFGF66CA
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區中原路12巷31~60號,30.23,商,,,1071104,土地1建物1車位1,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020822,265.0,4,2,3,有,有,29300000,110566,坡道平面,23.14,0,含增建或未登記建物。;,RPOQMLMKKINFFGF38CA
三重區,房地(土地+建物)+車位,新北市三重區仁義街331~360號,12.7,住,,,1071019,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961130,82.06,3,2,2,有,有,7000000,85293,坡道平面,17.6,0,親友、員工或其他特殊關係間之交易。;,RPVOMLLKKINFFGF78CA
三重區,房地(土地+建物)+車位,新北市三重區永福街181~210號,20.94,住,,,1071027,土地1建物1車位1,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951106,183.18,4,2,2,有,有,19000000,103723,坡道平面,38.7,0,,RPVOMLOJKINFFGF98CA
三重區,房地(土地+建物)+車位,新北市三重區安和路31~60號,17.84,住,,,1071026,土地2建物1車位1,一層，騎樓,七層,店面(店鋪),商業用,鋼筋混凝土造,0850106,91.23,0,0,0,無,無,16600000,181958,升降機械,0.0,0,,RPPWMLSLKINFFGF17CA
三重區,房地(土地+建物),新北市三重區安慶街121~150號,104.0,住,,,1070814,土地1建物2車位0,全,三層,透天厝,住家用,加強磚造,0601110,168.0,0,0,0,無,無,21200000,126190,,0.0,0,1、2樓建物交易總價為40萬元，3樓建物交易總價為20萬元。防火巷增建。,RPROMLMJJHOFFGF28CA
永和區,房地(土地+建物),新北市永和區民樂街61~90號,24.02,住,,,1071022,土地2建物1車位0,三層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690718,91.89,3,2,2,有,無,10360000,112743,,0.0,0,含增建或未登記建物。;,RPTRMLTLJINFFHF17CA
中和區,房地(土地+建物),新北市中和區中山路三段121~150號,5.03,工,,,1071026,土地1建物1車位0,四層,十四層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0970930,45.62,1,1,1,有,有,5250000,115081,,0.0,0,含增建或未登記建物。,RPQNMLKMJINFFHF28CA
中和區,房地(土地+建物),新北市中和區連勝街26巷1~30號,35.17,住,,,1071027,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770511,122.9,4,1,2,有,無,10300000,83808,,0.0,0,,RPTNMLKMJINFFHF58CA
永和區,房地(土地+建物),新北市永和區安樂路91~120號,11.65,住,,,1071029,土地1建物1車位0,十層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1070516,91.82,2,1,1,有,有,17250000,187868,,0.0,0,,RPXOMLKMJINFFHF09CA
中和區,房地(土地+建物)+車位,新北市中和區連城路121~150號,43.96,住,,,1070924,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930915,186.74,3,2,2,有,有,21000000,112456,坡道平面,0.0,0,含增建或未登記建物。;,RPPPMLKMJINFFHF38CA
中和區,房地(土地+建物),新北市中和區景新街285巷1~30號,58.08,住,,,1071106,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0641117,133.7,4,2,2,有,無,13000000,97233,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPTPMLKMJINFFHF78CA
中和區,房地(土地+建物),新北市中和區泰和街1~30號,30.92,住,,,1071109,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0751127,162.26999999999998,4,2,2,有,無,17600000,108461,,0.0,0,,RPPQMLKMJINFFHF48CA
中和區,房地(土地+建物),新北市中和區中山路二段131巷1~30號,24.92,住,,,1071109,土地1建物1車位0,四層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680914,105.6,3,2,2,有,無,9680000,91667,,0.0,0,,RPXPMLNJKINFFHF66CA
中和區,車位,新北市中和區中正路691~720號,3.91,工,,,1071108,土地0建物0車位2,地下二層,十八層,其他,見其他登記事項,鋼筋混凝土造,0900227,68.41,0,0,0,有,有,3800000,,坡道平面,68.42,3800000,,RPPOMLNJKINFFHF38CA
中和區,房地(土地+建物),新北市中和區自立路16巷1~30號,20.89,住,,,1071007,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),見其他登記事項,見其他登記事項,1060714,94.75999999999999,1,1,1,有,無,15380000,162305,,0.0,0,,RPROMLNJKINFFHF58CA
中和區,土地,國道段391~420地號,124.95,農,,,1071109,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2645800,21175,,0.0,0,,RPUOMLNJKINFFHF88CA
中和區,房地(土地+建物),新北市中和區景新街273巷1~30號,39.69,住,,,1071105,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0660120,95.79,3,2,1,有,無,10360000,108153,,0.0,0,,RPXNMLPJKINFFHF66CA
中和區,房地(土地+建物),新北市中和區連城路319巷5弄1~30號,42.08,住,,,1071017,土地3建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680525,100.13,3,2,2,有,無,10500000,104864,,0.0,0,含增建或未登記建物。;,RPXOMLOJKINFFHF66CA
中和區,房地(土地+建物),新北市中和區新生街30巷1~30號,24.45,住,,,1071104,土地2建物1車位0,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0790915,153.06,3,2,2,有,有,15800000,103227,,0.0,0,含增建或未登記建物。;,RPUPMLOJKINFFHF09CA
中和區,房地(土地+建物),新北市中和區連城路583巷1~30號,27.55,住,,,1071024,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670111,72.68,3,2,1,有,無,5000000,68795,,0.0,0,,RPWWMLTKKINFFHF97CA
中和區,土地,橫路段631~660地號,348.78,其他,,,1071102,土地9建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4500000,12902,,0.0,0,親友、員工或其他特殊關係間之交易。;(包含)公共設施保留地之交易。;土地及建物分次登記案件。前案土地登記收件字號：;,RPORMLLKKINFFHF48CA
中和區,房地(土地+建物),新北市中和區員山路451~480號,51.69,住,,,1071103,土地2建物2車位0,二層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0890726,263.85,0,0,0,無,有,45000000,170551,,0.0,0,含增建或未登記建物。;地下室.壹樓空地.平台及本標的增建部分以現況點交,RPWRMLQJKINFFHF07CA
永和區,房地(土地+建物)+車位,新北市永和區環河西路一段51巷10弄1~30號,20.35,住,,,1071015,土地1建物1車位1,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0890926,140.98,3,2,1,有,有,16100000,114201,坡道平面,39.17,0,,RPPSMLQJKINFFHF09CA
中和區,房地(土地+建物)+車位,新北市中和區建一路121~150號,59.88,工,,,1071109,土地1建物1車位3,九層,十八層,廠辦,工商用,鋼筋混凝土造,0880227,641.4,0,0,0,無,有,53820000,83909,坡道平面,99.21,0,,RPQNMLLLKINFFHF38CA
中和區,房地(土地+建物)+車位,新北市中和區建一路121~150號,62.7,工,,,1071109,土地1建物1車位3,九層,十八層,廠辦,工商用,鋼筋混凝土造,0880227,667.06,0,0,0,無,有,56140000,84160,坡道平面,99.21,0,,RPRNMLLLKINFFHF48CA
中和區,房地(土地+建物)+車位,新北市中和區建一路121~150號,60.5,工,,,1071109,土地1建物1車位3,九層,十八層,廠辦,工商用,鋼筋混凝土造,0880227,646.34,0,0,0,無,有,54270000,83965,坡道平面,99.21,0,,RPSNMLLLKINFFHF58CA
中和區,房地(土地+建物),新北市中和區保健路50巷1~30號,82.41,住,,,1071001,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0601008,104.54,5,2,3,有,無,22500000,215229,,0.0,0,含增建或未登記建物。;,RPUNMLSKKINFFHF76CA
永和區,房地(土地+建物),新北市永和區民生路46巷1~30號,16.36,住,,,1071022,土地1建物1車位0,九層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841021,110.27,3,2,2,有,有,16200000,146912,,0.0,0,,RPVOMLMKKINFFHF98CA
中和區,房地(土地+建物)+車位,新北市中和區環河西路三段61~90號,35.46,住,,,1060924,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1061207,169.76,3,1,2,有,有,24480000,175172,坡道平面,42.0,2100000,,RPVPMLQLKINFFHF96CA
鶯歌區,房地(土地+建物),新北市鶯歌區明圓街1~30號,38.03,,鄉村區,乙種建築用地,1071030,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,99.12,3,2,1,有,無,2700000,27240,,0.0,0,,RPWOMLKMJINFFIF09CA
樹林區,房地(土地+建物),新北市樹林區中華路271~300號,7.62,住,,,1071030,土地1建物1車位0,九層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860203,64.75999999999999,1,2,1,有,有,6140000,94812,,0.0,0,含增建或未登記建物。;夾層。,RPQPMLTLJINFFIF76CA
樹林區,房地(土地+建物)+車位,新北市樹林區學成路691~720號,16.92,住,,,1071022,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0990430,137.73000000000002,2,2,1,有,有,9600000,69702,坡道平面,26.08,0,,RPRPMLTLJINFFIF86CA
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區鳳五路1~30號,22.11,住,,,1071102,土地1建物1車位1,八層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061011,132.0,3,2,1,有,有,7950000,63648,坡道平面,29.09,1400000,,RPWOMLTKKINFFIF27CA
三峽區,房地(土地+建物)+車位,新北市三峽區國慶路151~180號,21.51,住,,,1071030,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951208,158.92000000000002,3,2,2,有,有,12200000,76768,坡道平面,38.32,0,,RPUQMLMKKINFFIF56CA
鶯歌區,土地,大湖段崁腳小段61~90地號,94.48,,山坡地保育區,水利用地,1071115,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,260770,2760,,0.0,0,,RPVOMLNKKINFFIF56CA
樹林區,房地(土地+建物)+車位,新北市樹林區學勤路271~300號,12.09,商,,,1071030,土地1建物1車位1,十四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951101,142.41,2,2,1,有,有,10700000,75135,坡道平面,38.03,0,,RPQNMLLJKINFFIF28CA
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區國中街121~150號,21.37,住,,,1070530,土地1建物1車位1,八層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070730,122.94,2,2,1,有,有,6160000,49945,坡道平面,23.63,1200000,,RPQNMLNJKINFFIF48CA
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區國中街121~150號,21.37,住,,,1070703,土地1建物1車位1,九層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070730,124.01,2,2,1,有,有,6120000,50045,坡道平面,24.7,1150000,,RPRNMLNJKINFFIF58CA
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區國中街121~150號,27.26,住,,,1070627,土地1建物1車位1,一層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070730,149.49,3,2,2,有,有,8880000,61944,坡道平面,24.7,1150000,,RPSNMLNJKINFFIF68CA
